City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Sao Filipe,CV,2021-12-28 01:55:35,14.8961,-24.4956,75.96,63,1,7.81
283,Nathdwara,IN,2021-12-28 01:55:36,24.9333,73.8167,54.59,89,100,9.75
284,Vila,PT,2021-12-28 01:55:36,42.0304,-8.1588,49.08,93,100,7.38
285,Port Blair,IN,2021-12-28 01:55:36,11.6667,92.75,81.84,69,5,14.2
286,Hasaki,JP,2021-12-28 01:55:37,35.7333,140.8333,43.29,41,1,19.89
287,Northam,GB,2021-12-28 01:55:37,51.0333,-4.2167,51.42,97,100,19.3
288,Los Barrios,ES,2021-12-28 01:55:37,36.1848,-5.4921,64.22,97,32,5.44
289,Wanaka,NZ,2021-12-28 01:55:38,-44.7,169.15,62.44,49,78,4.59
290,Kenora,CA,2021-12-28 01:52:01,49.8167,-94.4337,12.18,85,90,0.0
291,Saint-Andre-Les-Vergers,FR,2021-12-28 01:55:38,48.2853,4.0521,50.04,93,90,16.11
292,Adrar,MR,2021-12-28 01:55:39,20.5022,-10.0711,66.99,23,99,9.28
293,Mananjary,MG,2021-12-28 01:55:39,-21.2167,48.3333,75.22,94,100,4.07
294,Asau,RO,2021-12-28 01:55:39,46.4333,26.4,25.95,96,100,2.51
295,Port Hardy,CA,2021-12-28 01:55:40,50.6996,-127.4199,24.8,80,90,9.22
296,Semnan,IR,2021-12-28 01:55:40,35.5729,53.3971,35.33,50,95,3.04
297,Champasak,LA,2021-12-28 01:55:40,14.75,106.0,68.88,60,5,3.24
298,Caxito,AO,2021-12-28 01:55:41,-8.5785,13.6643,75.85,92,100,2.21
299,Hami,CN,2021-12-28 01:55:41,42.8,93.45,18.77,34,6,2.66
300,Mercedes,AR,2021-12-28 01:55:42,-34.6515,-59.4307,77.86,53,58,11.86
301,Benghazi,LY,2021-12-28 01:52:48,32.1167,20.0667,57.92,64,75,18.23
302,Craig,US,2021-12-28 01:52:26,40.5153,-107.5464,29.16,80,90,10.36
303,Ginda,IN,2021-12-28 01:55:42,30.6945,78.4932,36.25,19,100,6.6
304,Ondangwa,NA,2021-12-28 01:55:43,-17.9167,15.95,69.8,24,75,3.44
305,Usinsk,RU,2021-12-28 01:55:43,65.9939,57.5281,0.73,95,100,5.82
306,Abu Samrah,SY,2021-12-28 01:55:43,35.3029,37.1841,42.31,66,100,5.73
307,Kurchum,KZ,2021-12-28 01:55:44,48.5722,83.6542,3.16,93,95,3.15
308,Beringovskiy,RU,2021-12-28 01:55:44,63.05,179.3167,3.18,97,100,16.02
309,Alice Springs,AU,2021-12-28 01:54:20,-23.7,133.8833,89.15,12,0,17.27
310,Naco,MX,2021-12-28 01:55:45,31.3347,-109.9483,45.09,87,100,9.78
311,Poum,NC,2021-12-28 01:55:46,-20.2333,164.0167,81.99,79,50,10.27
312,Amli,IN,2021-12-28 01:55:46,20.2833,73.0167,64.67,64,13,4.03
313,Paracuru,BR,2021-12-28 01:55:47,-3.41,-39.0306,82.42,84,21,9.28
314,San Patricio,US,2021-12-28 01:55:47,28.017,-97.5169,75.06,77,0,17.56
315,Sucua,EC,2021-12-28 01:55:47,-2.4667,-78.1667,70.05,97,98,2.64
316,Maragogi,BR,2021-12-28 01:55:48,-9.0122,-35.2225,77.83,85,85,6.93
317,Ust-Tsilma,RU,2021-12-28 01:55:49,65.441,52.1498,3.07,98,100,1.19
318,Bideford,GB,2021-12-28 01:55:49,51.0179,-4.2046,52.12,94,100,18.88
319,La Libertad,EC,2021-12-28 01:56:49,-2.2333,-80.9,72.48,82,100,8.63
320,Nangomba,TZ,2021-12-28 01:56:50,-10.9,38.5,67.87,97,61,3.65
321,Nome,US,2021-12-28 01:56:51,64.5011,-165.4064,19.47,74,90,13.8
322,Snasa,NO,2021-12-28 01:56:51,64.2457,12.3778,16.74,90,100,4.94
323,Port Lincoln,AU,2021-12-28 01:56:51,-34.7333,135.8667,66.7,56,2,18.3
324,Formosa Do Rio Preto,BR,2021-12-28 01:56:52,-11.0483,-45.1931,67.64,98,99,2.17
325,Beaverlodge,CA,2021-12-28 01:56:52,55.2166,-119.4361,-28.05,94,100,1.68
326,Oytal,KZ,2021-12-28 01:56:53,42.9057,73.2697,28.65,76,24,3.76
327,Xuddur,SO,2021-12-28 01:56:53,4.1213,43.8894,68.79,74,78,15.3
328,Farah,AF,2021-12-28 01:56:54,32.5,62.5,35.31,23,0,3.0
329,Kieta,PG,2021-12-28 01:56:54,-6.2167,155.6333,84.99,75,90,4.16
330,Russell,US,2021-12-28 01:56:55,32.3502,-85.1999,69.08,91,62,5.3
331,Maceio,BR,2021-12-28 01:53:37,-9.6658,-35.7353,78.24,88,75,2.3
332,Bandarbeyla,SO,2021-12-28 01:56:56,9.4942,50.8122,75.34,67,53,10.74
333,Havoysund,NO,2021-12-28 01:56:56,70.9963,24.6622,25.68,78,100,4.94
334,Oktyabrskoye,RU,2021-12-28 01:56:56,43.0645,44.7417,23.14,86,83,6.71
335,Namuac,PH,2021-12-28 01:56:56,18.6109,121.1657,74.19,81,93,17.16
336,Laguna,US,2021-12-28 01:56:57,38.421,-121.4238,47.07,78,75,1.01
337,Yarega,RU,2021-12-28 01:56:57,63.4354,53.5765,-3.89,95,100,7.72
338,Sao Cristovao,BR,2021-12-28 01:56:58,-11.0147,-37.2064,78.71,89,20,4.61
339,Fairbanks,US,2021-12-28 01:55:59,64.8378,-147.7164,14.0,92,1,0.0
340,Tongchuan,CN,2021-12-28 01:56:58,35.0806,109.0897,30.7,34,0,2.37
341,Ponta Delgada,PT,2021-12-28 01:56:59,37.7333,-25.6667,68.5,94,75,23.02
342,Airai,TL,2021-12-28 01:56:59,-8.9266,125.4092,71.71,65,90,4.09
343,Tarakan,ID,2021-12-28 01:57:00,3.3,117.6333,78.3,89,75,3.44
344,Aksu,CN,2021-12-28 01:57:00,41.1231,80.2644,21.29,65,100,1.05
345,Mecca,SA,2021-12-28 01:56:12,21.4267,39.8261,68.38,73,100,3.24
346,Nioro,GM,2021-12-28 01:57:01,13.35,-15.75,78.3,16,55,6.64
347,Lata,PT,2021-12-28 01:57:01,40.1629,-8.3327,59.41,90,96,5.7
348,Tongzi,CN,2021-12-28 01:57:02,28.7829,105.0877,40.66,75,100,3.85
349,Sao Felix Do Xingu,BR,2021-12-28 01:57:02,-6.6447,-51.995,69.8,98,100,1.59
350,Itaberai,BR,2021-12-28 01:55:07,-16.0203,-49.8103,70.92,85,60,3.42
351,Khash,IR,2021-12-28 01:57:03,28.2211,61.2158,40.37,44,0,4.18
352,Dali,CN,2021-12-28 01:57:03,25.7,100.1833,47.52,64,3,3.2
353,Mogadishu,SO,2021-12-28 01:57:04,2.0371,45.3438,75.79,84,97,16.2
354,Tautira,PF,2021-12-28 01:57:04,-17.7333,-149.15,78.82,68,100,5.5
355,Dunmore Town,BS,2021-12-28 01:57:04,25.5,-76.65,74.46,64,0,6.44
356,Sebina,BW,2021-12-28 01:57:05,-20.8667,27.25,70.25,71,84,9.73
357,Piacabucu,BR,2021-12-28 01:57:05,-10.4056,-36.4344,77.47,87,59,7.45
358,Oranjemund,NA,2021-12-28 01:57:06,-28.55,16.4333,61.5,94,25,0.72
359,Clearwater,US,2021-12-28 01:53:58,27.9659,-82.8001,68.09,88,1,4.0
360,Portland,US,2021-12-28 01:54:26,45.5234,-122.6762,31.51,89,90,1.01
361,Dhidhdhoo,MV,2021-12-28 01:57:07,6.8833,73.1,80.85,63,45,12.5
362,Paamiut,GL,2021-12-28 01:58:07,61.994,-49.6678,17.24,68,0,8.12
363,Yichang,CN,2021-12-28 01:58:08,30.7144,111.2847,39.74,46,7,1.25
364,Ouadda,CF,2021-12-28 01:58:08,8.0777,22.4007,67.41,35,78,3.89
365,Pevek,RU,2021-12-28 01:58:09,69.7008,170.3133,-32.28,100,77,2.46
366,Lethem,GY,2021-12-28 01:58:09,3.3803,-59.7968,79.95,73,83,8.16
367,Kot Diji,PK,2021-12-28 01:58:09,27.3427,68.7083,57.22,51,18,8.86
368,Ixtapa,MX,2021-12-28 01:58:10,20.7,-105.2,66.4,82,0,1.99
369,Vestmannaeyjar,IS,2021-12-28 01:58:10,63.4427,-20.2734,31.59,65,11,7.52
370,Marystown,CA,2021-12-28 01:58:10,47.1666,-55.1483,37.85,100,100,11.99
371,Requena,ES,2021-12-28 01:58:11,39.4883,-1.1004,56.88,82,38,23.4
372,Zachary,US,2021-12-28 01:58:11,30.6485,-91.1565,67.86,84,54,6.76
373,Sao Joao Batista,BR,2021-12-28 01:58:12,-27.2761,-48.8494,73.26,96,82,3.33
374,Anloga,GH,2021-12-28 01:58:12,5.7947,0.8973,82.62,81,65,13.31
375,Aripuana,BR,2021-12-28 01:53:45,-9.1667,-60.6333,73.89,99,100,3.36
376,Turukhansk,RU,2021-12-28 01:58:13,65.8167,87.9833,-6.56,81,0,15.93
377,Don Sak,TH,2021-12-28 01:58:14,9.3168,99.6918,85.1,74,10,7.61
378,Golfito,CR,2021-12-28 01:58:14,8.639,-83.166,74.17,94,74,1.74
379,Cairns,AU,2021-12-28 01:58:14,-16.9167,145.7667,82.35,74,90,3.44
380,Sirajganj,BD,2021-12-28 01:58:15,24.45,89.7167,65.64,60,97,6.8
381,Alofi,NU,2021-12-28 01:58:15,-19.0595,-169.9187,73.29,94,100,8.05
382,Luoyang,CN,2021-12-28 01:58:16,34.6836,112.4536,35.8,16,0,6.91
383,Midland,US,2021-12-28 01:57:23,31.9974,-102.0779,67.55,52,1,0.0
384,Taltal,CL,2021-12-28 01:58:16,-25.4,-70.4833,67.23,83,19,2.53
385,Sackville,CA,2021-12-28 01:58:17,45.9188,-64.3846,30.47,82,100,5.55
386,Nova Olimpia,BR,2021-12-28 01:58:17,-14.7972,-57.2881,73.69,93,8,4.16
387,Vangaindrano,MG,2021-12-28 01:58:18,-23.35,47.6,74.08,92,100,5.61
388,Malakal,SS,2021-12-28 01:58:18,9.5334,31.6605,76.87,34,84,5.14
389,Tiarei,PF,2021-12-28 01:58:19,-17.5333,-149.3333,78.82,70,100,6.02
390,Havre-Saint-Pierre,CA,2021-12-28 01:58:19,50.2334,-63.5986,33.8,80,90,3.44
391,Beyneu,KZ,2021-12-28 01:58:19,45.3167,55.2,28.31,78,96,8.28
392,Vila Do Maio,CV,2021-12-28 01:58:20,15.1333,-23.2167,72.39,68,0,14.38
393,Linhares,BR,2021-12-28 01:58:20,-19.3911,-40.0722,72.93,98,100,5.35
394,Tacoronte,ES,2021-12-28 01:58:21,28.4769,-16.4102,65.21,86,90,8.01
395,Potsdam,DE,2021-12-28 01:58:21,52.3989,13.0657,30.45,100,96,8.61
396,Markapur,IN,2021-12-28 01:58:22,15.7333,79.2833,67.26,91,0,1.19
397,Kashi,CN,2021-12-28 01:58:22,39.4547,75.9797,18.61,67,20,6.71
398,Majene,ID,2021-12-28 01:58:23,-3.5403,118.9707,85.28,65,100,6.96
399,Okhotsk,RU,2021-12-28 01:58:23,59.3833,143.3,-17.73,78,100,18.88
400,Ust-Nera,RU,2021-12-28 01:58:24,64.5667,143.2,-38.43,100,100,3.56
401,Ko Samui,TH,2021-12-28 01:58:24,9.5357,99.9357,82.31,83,20,2.3
402,Nemuro,JP,2021-12-28 01:58:25,43.3236,145.575,25.23,63,46,15.39
403,Codrington,AU,2021-12-28 01:58:25,-38.2667,141.9667,67.08,54,20,16.8
404,Doka,SD,2021-12-28 01:58:25,13.5167,35.7667,73.04,59,37,10.74
405,Bedesa,ET,2021-12-28 01:58:26,8.9,40.7833,60.24,54,100,2.75
406,Ouesso,CG,2021-12-28 01:58:26,1.6136,16.0517,69.3,97,63,1.99
407,Evensk,RU,2021-12-28 01:58:27,61.95,159.2333,1.85,74,100,15.17
408,Aksarka,RU,2021-12-28 01:58:27,66.5606,67.7975,0.79,98,97,5.59
409,Madaoua,NE,2021-12-28 01:59:28,14.073,5.96,63.32,20,0,10.27
410,Nuevo Progreso,MX,2021-12-28 01:59:28,23.1667,-97.95,73.6,71,0,6.69
411,Harlingen,US,2021-12-28 01:59:29,26.1906,-97.6961,75.34,95,0,16.53
412,Hobbs,US,2021-12-28 01:59:29,32.7026,-103.136,65.01,35,90,4.0
413,Mocuba,MZ,2021-12-28 01:59:30,-16.8392,36.9856,74.98,88,100,3.58
414,Nanortalik,GL,2021-12-28 01:59:30,60.1432,-45.2371,24.78,65,2,7.49
415,Anadyr,RU,2021-12-28 01:59:31,64.75,177.4833,3.7,84,75,17.0
416,Viedma,AR,2021-12-28 01:59:31,-40.8135,-62.9967,70.12,48,2,7.99
417,Glenluce,GB,2021-12-28 01:59:32,54.8798,-4.8084,44.29,86,100,7.65
418,Cockburn Town,TC,2021-12-28 01:59:32,21.4612,-71.1419,76.96,69,40,5.75
419,Dongsheng,CN,2021-12-28 01:59:33,39.8161,109.9776,11.68,22,0,7.94
420,Palmer,US,2021-12-28 01:59:33,42.1584,-72.3287,33.37,74,100,2.77
421,Linxia,CN,2021-12-28 01:59:34,35.6003,103.2064,20.8,69,100,1.19
422,Markova,UA,2021-12-28 01:59:34,48.6758,24.4138,21.33,97,100,3.22
423,Mao,ES,2021-12-28 01:59:34,39.8885,4.2658,54.16,94,0,5.75
424,Neyshabur,IR,2021-12-28 01:59:35,36.2133,58.7958,35.55,28,5,1.52
425,Bobo Dioulasso,BF,2021-12-28 01:59:35,11.1771,-4.2979,72.99,18,100,4.83
426,Uzunovo,RU,2021-12-28 01:59:36,54.5386,38.6173,2.23,100,78,6.51
427,Mikun,RU,2021-12-28 01:59:36,62.3547,50.0771,-21.6,100,94,4.05
428,Vila Velha,BR,2021-12-28 01:59:37,-20.3297,-40.2925,78.75,80,0,8.05
429,Husavik,IS,2021-12-28 01:59:37,66.0449,-17.3389,30.11,90,100,13.96
430,Cabo San Lucas,MX,2021-12-28 01:58:12,22.8909,-109.9124,74.52,79,38,8.01
431,Sakaiminato,JP,2021-12-28 01:59:38,35.55,133.2333,39.18,87,75,3.44
432,Biak,ID,2021-12-28 01:59:38,-0.9131,122.8766,84.61,61,99,4.88
433,Ostrovnoy,RU,2021-12-28 01:59:39,68.0531,39.5131,7.88,87,97,7.0
434,Turayf,SA,2021-12-28 01:59:39,31.6725,38.6637,35.85,80,0,8.05
435,Floro,NO,2021-12-28 01:59:40,61.5996,5.0328,37.36,52,90,16.11
436,Novovelichkovskaya,RU,2021-12-28 01:59:40,45.2778,38.8436,37.54,86,100,4.14
437,Seoul,KR,2021-12-28 01:56:03,37.5683,126.9778,27.84,93,75,1.14
438,Pathein,MM,2021-12-28 01:59:41,16.7833,94.7333,72.5,61,0,6.67
439,Kaduqli,SD,2021-12-28 01:59:41,11.0167,29.7167,71.06,28,85,6.85
440,Ishigaki,JP,2021-12-28 01:59:42,24.3448,124.1572,66.33,72,75,12.66
441,Teacapan,MX,2021-12-28 01:59:43,22.55,-105.75,69.28,81,0,4.0
442,Kondinskoye,RU,2021-12-28 01:59:43,59.6481,67.41,7.59,96,97,8.66
443,Sorong,ID,2021-12-28 01:59:43,-0.8833,131.25,81.77,79,100,9.17
444,Natalinsk,RU,2021-12-28 01:59:44,56.4739,57.8698,0.86,92,89,9.62
445,Boromo,BF,2021-12-28 01:59:44,11.75,-2.9333,74.32,14,98,7.85
446,Bafq,IR,2021-12-28 01:59:45,31.6128,55.4107,42.73,41,0,3.0
447,Sechura,PE,2021-12-28 01:59:45,-5.5569,-80.8222,68.83,78,100,12.17
448,Fortuna,US,2021-12-28 01:59:45,40.5982,-124.1573,37.85,95,75,0.0
449,Tocopilla,CL,2021-12-28 01:59:46,-22.092,-70.1979,70.32,65,6,5.14
450,La Rioja,ES,2021-12-28 01:59:46,42.25,-2.5,47.98,80,79,7.63
451,Abha,SA,2021-12-28 01:59:47,18.2164,42.5053,51.62,30,0,0.0
452,Lavrentiya,RU,2021-12-28 01:59:47,65.5833,-171.0,-1.44,97,100,16.87
453,Awjilah,LY,2021-12-28 02:00:48,29.1081,21.2869,53.73,46,0,9.1
454,Katherine,AU,2021-12-28 02:00:48,-14.4667,132.2667,82.72,69,90,14.97
455,Kholodnyy,RU,2021-12-28 02:00:48,62.7167,147.95,-22.09,94,100,5.44
456,Yar-Sale,RU,2021-12-28 02:00:49,66.8333,70.8333,6.03,94,100,13.18
457,Lazurne,UA,2021-12-28 02:00:49,46.084,32.5295,45.32,93,100,17.52
458,Mount Gambier,AU,2021-12-28 02:00:50,-37.8333,140.7667,71.96,40,4,13.53
459,Zheleznodorozhnyy,RU,2021-12-28 02:00:50,55.7503,38.0042,17.78,100,74,4.03
460,Harrai,IN,2021-12-28 02:00:51,22.6167,79.2167,59.45,50,58,3.91
461,Coolum Beach,AU,2021-12-28 02:00:51,-26.5333,153.1,72.1,86,86,18.1
462,Santa Rita Do Sapucai,BR,2021-12-28 02:00:52,-22.2522,-45.7033,67.08,94,99,1.74
463,Progreso,MX,2021-12-28 02:00:52,21.2833,-89.6667,80.11,76,100,8.99
464,Tessalit,ML,2021-12-28 02:00:53,20.1986,1.0114,63.68,23,55,10.74
465,Camacupa,AO,2021-12-28 02:00:53,-12.0167,17.4833,61.47,90,100,1.77
466,Sioux Lookout,CA,2021-12-28 02:00:54,50.1001,-91.917,5.38,95,100,7.96
467,Solnechnyy,RU,2021-12-28 02:00:54,50.7214,136.6319,-15.36,86,31,3.94
468,Ntcheu,MW,2021-12-28 02:00:55,-14.8203,34.6359,69.49,68,64,1.25
469,Yeppoon,AU,2021-12-28 02:00:55,-23.1333,150.7333,82.18,70,100,12.95
470,Sur,OM,2021-12-28 02:00:55,22.5667,59.5289,71.58,78,49,4.29
471,Camacha,PT,2021-12-28 02:00:56,33.0833,-16.3333,63.82,68,40,6.91
472,Lumajang,ID,2021-12-28 02:00:56,-8.1335,113.2248,85.95,62,10,2.39
473,Saint Anthony,US,2021-12-28 02:00:26,45.0205,-93.218,12.13,73,7,5.99
474,Isabela,PH,2021-12-28 02:00:57,6.7085,121.9711,77.79,87,100,6.06
475,Salitral,PE,2021-12-28 02:00:57,-4.8572,-80.6811,74.59,62,100,9.82
476,Troitsko-Pechorsk,RU,2021-12-28 02:00:58,62.7084,56.1964,1.31,93,100,7.96
477,Bagrami,AF,2021-12-28 02:00:58,34.4938,69.2743,27.34,43,0,1.21
478,La Union,PE,2021-12-28 01:57:54,-5.4,-80.75,70.72,71,100,13.04
479,Villa Carlos Paz,AR,2021-12-28 02:00:59,-31.4241,-64.4978,79.05,23,65,5.03
480,Houma,US,2021-12-28 02:00:59,29.5958,-90.7195,69.01,92,0,1.01
481,Quatre Cocos,MU,2021-12-28 02:01:00,-20.2078,57.7625,75.09,75,69,8.97
482,Sorland,NO,2021-12-28 02:01:00,67.667,12.6934,39.67,74,100,10.42
483,Myaundzha,RU,2021-12-28 02:01:00,63.0494,147.1858,-23.94,89,100,4.54
484,Teya,RU,2021-12-28 02:01:01,60.3778,92.6267,-5.06,99,99,2.39
485,Naron,ES,2021-12-28 02:01:01,43.5167,-8.1528,62.04,93,100,15.79
486,Yuryevets,RU,2021-12-28 02:01:02,57.3201,43.1041,-1.21,98,65,6.4
487,Dakar,SN,2021-12-28 02:00:58,14.6937,-17.4441,72.48,74,2,15.46
488,Mingaora,PK,2021-12-28 02:01:02,34.7758,72.3625,34.75,63,0,7.63
489,Lakes Entrance,AU,2021-12-28 02:01:03,-37.8811,147.981,67.15,55,0,9.64
490,Kadiri,IN,2021-12-28 02:01:03,14.1167,78.1667,63.5,90,7,4.52
491,Elk City,US,2021-12-28 02:01:04,35.412,-99.4043,50.22,25,40,5.75
492,Verkhnyaya Inta,RU,2021-12-28 02:01:04,65.9811,60.3094,-2.61,93,100,1.34
493,Skibotn,NO,2021-12-28 02:01:05,69.3913,20.2679,19.47,91,76,8.84
494,Kirkkonummi,FI,2021-12-28 02:01:05,60.1238,24.4385,17.1,94,100,5.77
495,Alor Setar,MY,2021-12-28 02:01:05,6.121,100.3601,79.95,75,30,9.51
496,Nayoro,JP,2021-12-28 02:01:06,44.3506,142.4578,15.08,90,79,4.41
497,Mishan,CN,2021-12-28 02:01:06,45.55,131.8833,-1.21,74,10,6.22
498,Quang Ngai,VN,2021-12-28 01:57:54,15.1167,108.8,70.99,95,100,4.07
499,Olinda,BR,2021-12-28 02:01:07,-8.0089,-34.8553,82.13,78,40,8.05
500,Bonoua,CI,2021-12-28 02:01:07,5.2741,-3.595,76.62,89,24,3.24
501,Vryheid,ZA,2021-12-28 02:01:07,-27.7695,30.7917,56.93,91,39,6.04
502,Wagar,SD,2021-12-28 02:02:08,16.1525,36.2032,70.09,82,100,9.22
503,Surskoye,RU,2021-12-28 02:02:08,54.4821,46.7214,4.19,95,93,6.42
504,Parintins,BR,2021-12-28 02:02:08,-2.6283,-56.7358,72.72,99,100,2.93
505,Ferrol,ES,2021-12-28 02:02:09,43.4832,-8.2369,61.72,86,100,17.11
506,Mackay,AU,2021-12-28 01:57:58,-21.15,149.2,83.68,78,40,11.5
507,Aragarcas,BR,2021-12-28 02:02:09,-15.8975,-52.2508,73.87,86,3,2.89
508,Road Town,VG,2021-12-28 02:00:25,18.4167,-64.6167,78.84,78,20,8.05
509,Shelburne,CA,2021-12-28 02:02:10,44.0787,-80.2041,29.57,98,100,7.61
510,Maryville,US,2021-12-28 01:59:32,35.7565,-83.9705,68.27,79,100,1.99
511,Oistins,BB,2021-12-28 02:02:11,13.0667,-59.5333,77.61,74,71,13.51
512,Galle,LK,2021-12-28 02:02:11,6.0367,80.217,74.91,82,23,4.09
513,Hamilton,US,2021-12-28 01:59:55,39.1834,-84.5333,60.04,77,100,1.99
514,Kang,BW,2021-12-28 02:02:12,-23.6752,22.7876,67.15,28,28,5.5
515,Gidole,ET,2021-12-28 02:02:13,5.65,37.3667,58.24,48,100,3.27
516,Peniche,PT,2021-12-28 02:02:13,39.3558,-9.3811,62.62,93,52,13.65
517,Angoche,MZ,2021-12-28 02:02:14,-16.2325,39.9086,78.37,89,84,7.29
518,Borba,BR,2021-12-28 02:02:14,-4.3878,-59.5939,71.92,98,100,1.95
519,Zeya,RU,2021-12-28 02:02:14,53.75,127.2667,-13.02,75,32,0.27
520,Horsham,GB,2021-12-28 02:02:15,51.064,-0.3272,52.0,93,75,8.05
521,Khandbari,NP,2021-12-28 02:02:15,27.3747,87.2039,49.37,73,80,4.18
522,Mumford,GH,2021-12-28 02:02:16,5.2618,-0.759,79.81,85,67,8.16
523,Burns Lake,CA,2021-12-28 02:02:16,54.2331,-125.7533,-5.66,98,82,2.86
524,Chiria,IN,2021-12-28 02:02:17,22.3,85.2667,62.19,76,100,1.23
525,Broome,US,2021-12-28 02:02:17,42.2506,-75.833,35.02,78,90,3.0
526,Pisco,PE,2021-12-28 02:02:18,-13.7,-76.2167,67.01,92,100,4.07
527,Gombe,NG,2021-12-28 02:02:18,10.2897,11.1673,68.61,22,16,8.97
528,Poya,NC,2021-12-28 02:02:19,-21.35,165.15,85.44,66,92,2.28
529,Tokomaru,NZ,2021-12-28 02:02:20,-40.4667,175.5,67.12,93,100,3.0
530,Mardin,TR,2021-12-28 02:02:20,37.3131,40.7436,31.57,53,46,5.12
531,Fairview,US,2021-12-28 02:02:20,40.8126,-73.999,38.23,79,90,3.0
532,Aliaga,PH,2021-12-28 02:02:21,15.5167,120.8667,79.32,65,61,12.1
533,Sars,RU,2021-12-28 02:02:21,56.5502,57.1366,-0.24,96,100,10.2
534,Cayenne,GF,2021-12-28 02:00:53,4.9333,-52.3333,80.1,86,40,1.99
535,Spitsevka,RU,2021-12-28 02:02:22,45.1231,42.5125,41.41,75,100,3.22
536,Bay Roberts,CA,2021-12-28 02:02:23,47.5999,-53.2648,37.51,90,100,11.01
537,Shingu,JP,2021-12-28 02:02:23,33.7333,135.9833,46.9,46,31,8.12
538,Sala Consilina,IT,2021-12-28 02:02:23,40.3912,15.5989,48.29,96,100,4.47
539,Chicama,PE,2021-12-28 02:02:24,-7.8447,-79.1469,68.4,80,99,4.41
540,Antofagasta,CL,2021-12-28 02:02:24,-23.65,-70.4,66.38,82,27,4.36
541,Bichura,RU,2021-12-28 02:02:25,50.5881,107.6022,1.27,91,96,3.91
542,Zima,RU,2021-12-28 02:02:25,53.9202,102.0442,-18.38,100,43,1.86
543,Eravur,LK,2021-12-28 02:02:26,7.7733,81.6095,78.8,68,100,6.06
544,Pyay,MM,2021-12-28 02:02:26,18.8167,95.2167,69.15,64,0,7.45
545,La Mata,PA,2021-12-28 02:02:26,8.0833,-80.8833,77.86,86,65,1.48
546,Ofunato,JP,2021-12-28 02:02:27,39.0717,141.7167,30.29,53,33,17.29
547,Winder,US,2021-12-28 02:02:27,33.9926,-83.7202,66.29,88,90,3.44
548,Narsaq,GL,2021-12-28 02:02:28,60.9167,-46.05,19.62,55,0,7.2
549,Sembe,CG,2021-12-28 02:03:28,1.6481,14.5806,70.59,90,100,1.68
550,Lufilufi,WS,2021-12-28 02:03:29,-13.8745,-171.5986,86.79,72,99,6.62
551,Ajaccio,FR,2021-12-28 01:59:48,42.0,8.9167,50.16,87,90,5.75
552,Neryungri,RU,2021-12-28 02:03:30,56.6709,124.6491,-17.14,91,100,10.78
553,Saldanha,ZA,2021-12-28 02:03:30,-33.0117,17.9442,62.49,94,98,8.81
554,Kaeo,NZ,2021-12-28 02:03:31,-35.1,173.7833,69.39,85,100,2.06
555,Guiglo,CI,2021-12-28 02:03:31,6.5456,-7.4966,72.32,91,54,2.51
556,Peleduy,RU,2021-12-28 02:03:32,59.6289,112.7406,-13.85,98,100,4.29
557,Akyab,MM,2021-12-28 02:03:32,20.15,92.9,67.59,60,0,7.09
558,Annau,TM,2021-12-28 02:03:33,37.8876,58.516,40.78,45,7,2.62
559,Matamoros,MX,2021-12-28 02:03:33,25.5333,-103.25,77.11,18,1,4.61
560,Gat,IL,2021-12-28 02:03:34,31.61,34.7642,56.39,61,100,1.77
561,Kidal,ML,2021-12-28 02:03:34,18.4411,1.4078,64.63,19,9,11.21
562,Akdepe,TM,2021-12-28 02:03:35,42.0551,59.3788,22.53,81,46,9.04
563,Tilichiki,RU,2021-12-28 02:03:35,60.4667,166.1,-9.56,96,100,14.81
564,Vaitape,PF,2021-12-28 02:03:36,-16.5167,-151.75,80.64,64,29,2.89
565,Roseburg,US,2021-12-28 02:03:36,43.2165,-123.3417,33.91,89,90,0.0
566,Gaya,IN,2021-12-28 02:00:26,24.7833,85.0,61.32,62,99,3.2
567,Launceston,AU,2021-12-28 02:03:37,-41.45,147.1667,72.61,46,6,7.0
